#2022.03.26 00:00:00 8380800  0:Ubat(Vdc) 1:Ibat_w(A) 2:Ibat(A) 3:Phase(-) 4:U_in(Vac) 5:I_in(A) 6:P_in(kVA) 7:U_out(Vac) 8:I_out(A) 9:P_out(kVA) 10:F_out(Hz) 11:Mode(-) 12:XT_state(-) 13:Ubat_v(Vdc) 14:Ibat_v(A) 15:U_pv(V) 16:I_pv(A) 17:P_pv(kW) 18:Ed(kWh) 19:MWhT(MWh) 20:Mode_v(-) 21:Sd(h) 22:Phas(-) 23:VT_state(-) 24:T_1(C) 25:T_2(C) 26:T_3(C) 27:T_4(C) 28:Pyra1(%) 29:Pyra2(%) 30:TempSpeicherHeizen 31:TempSpeicherKuehlung 32:TempWTKuehlung 33:TempWTRueck_Kuehl 34:TempQuelleAustritt 35:TempAussenfuehler 36:Temp24Stundenwert 37:Temp1Stundenwert 38:TempBrauchwasser 39:Reserve_1 40:Reserve2 41:Reserve3 42:TempWP1Quelleaus 43:TempWP1Quelleein 44:TempWP1Vorlauf 45:TempWP1Ruecklauf 46:TempWP1PTherm 47:TempWP1PElek 48:TempWP1COP 49:WP1VerfluessigerTemperatur 50:WP1VerfluessigerDruck 51:WP1VerdampferTemperatur 52:WP1VerdampferDruck 53:WP1Sauggastemperatur 54:TempWP2Quelleaus 55:TempWP2Quelleein 56:TempWP2Vorlauf 57:TempWP2Ruecklauf 58:TempWP2PTherm 59:TempWP2PElek 60:TempWP2COP 61:WP2VerfluessigerTemperatur 62:WP2VerfluessigerDruck 63:WP2VerdampferTemperatur 64:WP2VerdampferDruck 65:WP2Sauggastemperatur 66:SollwertMischkreis1 67:TemperaturMischkreis1 68:StellwertMischkreis1 69:SollwertMischkreis2 70:TemperaturMischkreis2 71:StellwertMischkreis2 72:SollwertMischkreis3 73:TemperaturMischkreis3 74:StellwertMischkreis3 75:Reserve1 76:Reserve4 77:Reserve5 78:Reserve6 79:Reserve7 80:Reserve8 81:Reserve9 82:Reserve11 83:Reserve12 84:AlarmWP1 85:AusgangsstatusWP1 86:B_ZeitWP1Kompressor1 87:B_ZeitWP1Kompressor2 88:BetriebsmodusWP1 89:IntegerreserveWP1 90:AlarmWP2 91:AusgangsstatusWP2 92:B_ZeitWP2Kompressor1 93:B_ZeitWP2Kompressor2 94:BetriebsmodusWP2Working 95:IntegerreserveWP2 96:1_T_VL(C) 97:1_T_RL(C) 98:1_Vdot(lh) 99:1_Qdot(kW) 100:1_Q(kWh) 101:4_T_VL(C) 102:4_T_RL(C) 103:4_Vdot(lh) 104:4_Qdot(kW) 105:4_Q(kWh) 106:10_T_VL(C) 107:10_T_RL(C) 108:10_Vdot(lh) 109:10_Qdot(kW) 110:10_Q(kWh) 111:SMPumpeSoleWP1 112:SMPumpeHeizungWP1 113:SMPumpeKuehlungEM 114:SMPumpeRueckkuehlungEM 115:SMPumpeSoleWP2 116:SMPumpeHeizungWP2 117:SMPumpeBrauchwasserEM 118:RunErrorWP1Solepumpe 119:RunErrorWp1Heizungspumpe 120:RunErrorPumpeKuehlung 121:RunErrorRueckkuehlung 122:RunErrorWP2Solepumpe 123:RunErrorWP2Heizungspumpe 124:RunErrorPumpeBrauchwasser 125:RunErrrorV1_1 126:RunErrorV1_2 127:RunErrorV2_1 128:RunErrorV2_2 129:RunErrorV3_1 130:RunErrorV3_2 131:RunErrorVBWW 132:ErrorT1SpeicherHeizen 133:ErrorT2SpeicherKuehlen 134:ErrorT3Kuehlung 135:ErrorT4Rueckkuehlung 136:ErrorT5Quellenaustitt 137:ErrorT_Brauchwasser 138:ErrorT_Aussenfuehler 139:SMSchaltschrank 140:SMPhaseDrehfeld 141:SMWP1 142:SMWP2 143:SMSammelstoerung 144:SMReserve4 145:SMReserve5 146:SMReserve6 147:BMPumpeSoleWP1 148:BMPumpeHeizungWP1 149:BMPumpeKuehlung 150:BMPumpeRueckkuehlung 151:BMPumpeSoleWP2 152:BMPumpeHeizungWP2 153:BMPumpeBrauchwasserBMPump 154:RMV1_1offen 155:RMV1_2offen 156:RMV2_1offen 157:RMV2_2offen 158:RMV3_1offen 159:RMV3_2offen 160:RMVBWWoffen 161:BMResettaster 162:BMWPBetrieb 163:BMReserve2 164:BMReserve3 165:BMReserve4 166:BMReserve5 167:BMReserve6 168:BMReserve7 169:BMReserve8 170:BMReserve9 171:T_innen(C)
2022.03.26 00:00:00 8380800  56.469 30.000 -1.000 4.000 3.000 0.000 0.000 238.000 0.828 0.117 50.000 1.000 1.000 56.562 0.000 4.555 0.000 0.000 2.244 2.641 0.000 12.969 3.000 1.000 17.600 22.400 22.900 19.100 0.000 0.000 21.500 17.200 5553.700 5553.700 7.600 8.400 14.200 8.500 0.000 0.000 0.000 0.000 20.900 21.200 21.900 21.800 2.900 0.000 286.600 21.500 14.000 21.500 14.200 23.200 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 22.700 22.200 90.000 22.200 0.000 10.000 22.200 0.000 10.000 0.000 0.000 22.200 12.100 20.200 16.900 16.900 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 19.200 19.300 0.000 0.000 2450.000 22.400 21.700 377.000 0.300 3847.000 21.400 21.400 23.000 0.000 48.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 0.000 1.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 19.280
2022.03.26 00:00:30 8380830  56.375 30.000 -6.000 4.000 3.000 0.000 0.000 237.000 1.484 0.352 50.000 1.000 1.000 56.438 0.000 4.562 0.000 0.000 2.244 2.641 0.000 12.969 3.000 1.000 17.600 22.400 22.900 19.100 0.000 0.000 21.500 17.200 5553.700 5553.700 7.600 8.400 14.200 8.500 0.000 0.000 0.000 0.000 20.200 20.400 22.200 21.800 2.900 0.200 16.000 14.100 11.200 24.000 15.200 21.200 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 22.700 22.200 90.000 22.200 0.000 10.000 22.200 0.000 10.000 25.000 0.000 22.200 12.100 20.200 16.900 16.900 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 19.200 19.400 741.000 -0.100 2450.000 22.300 21.700 381.000 0.300 3847.000 21.400 21.400 91.000 0.000 48.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 0.000 1.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 19.300
2022.03.26 00:01:00 8380860  -99.990000 30.000 -11.000 4.000 3.000 0.000 0.000 238.000 2.469 0.586 50.000 1.000 1.000 56.312 0.000 4.570 0.000 0.000 2.244 2.641 0.000 12.969 3.000 1.000 17.700 22.400 22.900 19.000 0.000 0.000 21.500 17.200 5553.700 5553.700 7.400 8.400 14.200 8.500 0.000 0.000 0.000 0.000 10.800 13.300 23.600 21.800 3.300 0.500 6.500 0.000 7.000 27.200 16.700 17.400 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 22.700 22.200 90.000 22.200 0.000 10.000 22.200 0.000 10.000 95.200 0.000 22.200 12.100 20.200 16.900 16.900 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 12.900 18.900 710.000 -4.400 2450.000 22.300 21.700 380.000 0.300 3847.000 21.400 23.000 453.000 -0.700 48.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 0.000 1.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 19.300
2022.03.26 00:01:30 8380890  56.203 30.000 -11.000 4.000 3.000 0.000 0.000 238.000 2.469 0.584 50.000 1.000 1.000 56.281 0.000 4.570 0.000 0.000 2.244 2.641 0.000 12.969 3.000 1.000 17.700 22.400 22.900 19.000 0.000 0.000 21.500 17.200 5553.700 5553.700 7.600 8.400 14.200 8.500 0.000 0.000 0.000 0.000 6.000 9.600 24.600 21.800 3.100 0.500 6.400 6551.600 6.500 25.900 16.100 13.800 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 22.700 22.200 90.000 22.200 0.000 10.000 22.200 0.000 10.000 83.100 0.000 22.200 12.100 20.200 16.900 16.900 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 6.300 11.500 700.000 -3.800 2450.000 22.300 21.700 384.000 0.300 3847.000 21.400 23.000 981.000 -1.600 48.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 0.000 1.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 19.280
2022.03.26 00:02:00 8380920  56.203 30.000 -10.000 4.000 3.000 0.000 0.000 238.000 2.297 0.547 50.000 1.000 1.000 56.281 0.000 4.578 0.000 0.000 2.244 2.641 0.000 12.969 3.000 1.000 17.600 22.400 23.000 19.000 0.000 0.000 21.500 17.200 5553.700 5553.700 8.100 8.400 14.200 8.500 0.000 0.000 0.000 0.000 5.200 9.000 24.500 21.800 3.100 0.500 6.900 6553.100 6.900 25.400 15.800 11.700 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 22.700 22.400 90.000 22.200 0.000 10.000 22.200 0.000 10.000 71.500 0.000 22.400 12.100 20.200 16.900 16.900 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 6.600 3.900 701.000 2.000 2450.000 22.600 21.700 382.000 0.400 3847.000 21.400 23.900 943.000 -2.400 48.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 0.000 1.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 19.280
2022.03.26 00:02:30 8380950  56.203 30.000 -10.000 4.000 3.000 0.000 0.000 238.000 2.297 0.547 50.000 1.000 1.000 56.281 0.000 4.574 0.000 0.000 2.244 2.641 0.000 12.969 3.000 1.000 17.700 22.400 23.000 19.000 0.000 0.000 21.500 17.200 5553.700 5553.700 8.100 8.400 14.200 8.500 0.000 0.000 0.000 0.000 5.500 9.100 24.600 21.800 3.300 0.500 7.200 1.100 7.300 25.500 15.900 10.800 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 22.700 22.500 90.000 22.200 0.000 10.000 22.200 0.000 10.000 59.300 0.000 22.500 12.100 20.200 16.900 16.900 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 7.700 3.700 695.000 2.900 2450.000 22.800 21.700 369.000 0.500 3847.000 21.500 24.300 793.000 -2.300 48.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 0.000 1.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 19.300
2022.03.26 00:03:00 8380980  -99.990000 30.000 -10.000 4.000 3.000 0.000 0.000 238.000 2.297 0.547 50.000 1.000 1.000 56.281 0.000 4.574 0.000 0.000 2.244 2.641 0.000 12.969 3.000 1.000 17.700 22.400 23.100 19.000 -99.990000 -99.990000 21.500 17.200 5553.700 5553.700 7.900 8.400 14.200 8.500 0.000 0.000 0.000 0.000 5.400 9.000 25.000 21.800 3.300 0.500 7.200 1.600 7.400 25.900 16.100 10.400 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 22.700 22.600 90.000 22.200 0.000 10.000 22.200 0.000 10.000 49.900 0.000 22.600 12.100 20.200 16.900 16.900 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 7.900 4.600 700.000 2.400 2450.000 22.900 21.600 227.000 0.300 3847.000 21.400 24.400 656.000 -2.000 48.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 0.000 1.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 19.260
2022.03.26 00:03:30 8381010  56.203 30.000 -10.000 4.000 3.000 0.000 0.000 238.000 2.297 0.547 50.000 1.000 1.000 56.250 0.000 4.574 0.000 0.000 2.244 2.641 0.000 12.969 3.000 1.000 17.600 22.400 23.200 19.000 0.000 0.000 21.500 17.200 5553.700 5553.700 7.600 8.400 14.200 8.500 0.000 0.000 0.000 0.000 4.800 8.400 25.700 21.800 3.300 0.500 7.100 1.700 7.400 26.900 16.500 8.800 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 22.700 22.700 90.000 22.200 0.000 10.000 22.200 0.000 10.000 42.200 0.000 22.700 12.100 20.200 16.900 16.900 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 7.100 4.600 692.000 1.800 2450.000 23.100 21.500 0.000 0.000 3847.000 21.500 25.500 495.000 -2.000 48.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 0.000 1.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 19.260
2022.03.26 00:04:00 8381040  56.203 30.000 -10.000 4.000 3.000 0.000 0.000 238.000 2.297 0.547 50.000 1.000 1.000 56.250 0.000 4.562 0.000 0.000 2.244 2.641 0.000 12.969 3.000 1.000 17.700 22.400 23.200 19.000 0.000 0.000 21.500 17.200 5553.700 5553.700 7.400 8.400 14.200 8.500 0.000 0.000 0.000 0.000 4.200 7.800 26.400 21.900 3.300 0.500 6.800 1.100 7.300 27.300 16.700 6.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 22.700 22.700 90.000 22.200 0.000 10.000 22.200 0.000 10.000 39.100 0.000 22.700 12.100 20.200 16.900 16.900 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 6.300 4.000 689.000 1.600 2451.000 23.100 21.300 0.000 0.000 3847.000 21.500 25.500 458.000 -1.900 48.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 0.000 1.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 19.260
2022.03.26 00:04:30 8381070  56.203 30.000 -10.000 4.000 3.000 0.000 0.000 238.000 2.297 0.547 50.000 1.000 1.000 56.219 0.000 4.570 0.000 0.000 2.244 2.641 0.000 12.969 3.000 1.000 17.600 22.400 23.400 19.000 0.000 0.000 21.500 17.200 5553.700 5553.700 7.200 8.400 14.200 8.500 0.000 0.000 0.000 0.000 3.800 7.300 27.100 21.900 3.200 0.500 6.700 0.800 7.200 27.700 16.900 4.200 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 22.700 22.700 90.000 22.200 0.000 10.000 22.200 0.000 10.000 39.200 0.000 22.700 12.100 20.200 16.900 16.900 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 5.500 2.700 686.000 2.000 2451.000 23.000 21.300 -1.000 0.000 3847.000 21.600 26.300 421.000 -2.000 48.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 1.000 0.000 1.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 19.240
