;PV_Pel_expVAR;T_4_expVAR;HM4_SUP_expVAR;Pyra2_expVAR;Hot_Tank_expVAR;HM1_SUP_expVAR;HP_Pel_expVAR;HM1_VF_expVAR;P_PV_expVAR;HM4_RET_expVAR;U_PV_expVAR;Pel_expVAR;Inv_Cur_In_expVAR;Cold_Tank_expVAR;P_Inv_out_expVAR;HM1_RET_expVAR;T_amb_expVAR;T_1_expVAR;WP_senke_ein_expVAR;wetterstation_expVAR;WP_Quelle_aus_expVAR;T_2_expVAR;HM10_SUP_expVAR;Pyra1_expVAR;WP_Quelle_ein_expVAR;SCC_Cur_in_expVAR;Zone_expVAR;HM10_RET_expVAR;Inv_Cur_Out_expVAR;COP_expVAR;SCC_vol_out_expVAR;PV_Cur_expVAR;U_bat_expVAR;U_grid_expVAR;HM10_VF_expVAR;P_Inv_loading_expVAR;WP_senke_aus_expVAR;T_3_expVAR;Inv_Volt_In_expVAR;HM4_VF_expVAR
Displayname;GEN.EL-PV----CALC.POW.EL-;Kalt_oben------;DIST.HC--MTR.HC-W.HC-SUP-MEA.T-;ODC----HOR-MEA.GLIR-CALC;STO.H---W.H-BOT-MEA.T-;GEN.HC-SCOL-MTR.HC-BRINE-SUP-CALC.T-;GEN.HC-HP--R410a--CALC.POW.H-;GEN.HC-SCOL-MTR.HC-BRINE-RET-MEA.VF-;STO.EL-SCC----CALC.POW.EL-;DIST.HC--MTR.HC-W.HC-RET-MEA.T-;GEN.EL-PV----MEA.VOLT-;GEN.HC-HP.COMP--R410a--CALC.POW.EL-;STO.EL-INV---IN-MEA.CUR-;STO.C---W.C-BOT-MEA.T-;STO.EL-INV---OUT-MEA.POW.EL-;GEN.HC-SCOL-MTR.HC-BRINE-RET-CALC.T-;ODC---AIR.OD--CALC.T-;Kalt_unten------;GEN.H-HP--W.H-RET-MEA.T-;WS.DWD-----MEA.T-;GEN.C-HP--BRINE-RET-CALC.T-;Warm_unten------;GEN.H--MTR.H-W.H-RET-MEA.T-;ODC----VER-MEA.GLIR-CALC;GEN.C-HP--BRINE-SUP-CALC.T-;STO.EL-SCC---IN-MEA.CUR-;ZONE---AIR.ID--MEA.T-;GEN.H--MTR.H-W.H-SUP-CALC.T-;STO.EL-INV---OUT-MEA.CUR-;GEN.HC-HP--R410a--CALC.COP.virt-;STO.EL-SCC----MEA.VOLT-;GEN.EL-PV----MEA.CUR-;STO.EL-INV----MEA.VOLT-;STO.EL-INV---OUT-MEA.VOLT-;GEN.H--MTR.H-W.H-RET-MEA.VF-;STO.EL-INV---IN-MEA.POW.EL-;GEN.H-HP--W.H-SUP-MEA.T-;Warm_oben------;STO.EL-INV---IN-MEA.VOLT-;DIST.HC--MTR.HC-W.HC-RET-MEA.VF-
2022/03/01 00:00:00;0.00;11.92;12.68;0.00;12.05;-99.00;0.00;0.00;0.00;12.08;4.37;0.00;0.00;10.60;0.21;-99.00;1.30;11.13;-99.00;0.50;-99.00;12.55;11.84;0.00;-99.00;0.00;10.57;12.01;0.91;0.00;56.33;0.00;56.24;238.50;342.10;0.00;-99.00;13.26;3.00;268.70
2022/03/01 00:05:00;0.00;11.88;12.58;0.00;12.00;-99.00;0.00;0.00;0.00;12.02;4.37;0.00;0.00;10.60;0.20;-99.00;1.30;11.15;-99.00;;-99.00;;11.86;0.00;-99.00;0.00;10.52;11.95;0.83;0.00;56.33;0.00;56.24;238.40;22.40;0.00;-99.00;13.15;3.00;265.50
2022/03/01 00:10:00;0.00;11.92;12.60;0.00;12.00;-99.00;0.00;0.00;0.00;11.96;4.38;0.00;0.00;10.60;0.19;-99.00;1.30;11.14;-99.00;0.80;-99.00;;-99.00;0.00;-99.00;0.00;10.48;-99.00;0.83;0.00;56.32;0.00;56.22;238.40;4.50;0.00;-99.00;13.12;3.00;265.70
2022/03/01 00:15:00;0.00;11.90;12.58;0.00;11.90;-99.00;0.00;0.00;0.00;11.93;4.40;0.00;0.00;10.60;0.21;-99.00;1.30;11.15;-99.00;;-99.00;;11.69;0.00;-99.00;0.00;10.45;11.92;0.88;0.00;56.31;0.00;56.20;238.40;173.70;0.00;-99.00;13.10;3.00;267.10
2022/03/01 00:20:00;0.00;11.89;12.47;0.00;11.90;-99.00;0.00;0.00;0.00;11.90;4.41;0.00;0.00;10.60;0.20;-99.00;1.40;11.15;-99.00;1.70;-99.00;;11.74;0.00;-99.00;0.00;10.42;11.80;0.86;0.00;56.31;0.00;56.21;238.10;193.70;0.00;-99.00;13.04;3.00;267.30
2022/03/01 00:25:00;0.00;11.85;12.48;0.00;11.87;-99.00;0.00;0.00;0.00;11.82;4.41;0.00;0.00;10.60;0.20;-99.00;1.50;11.15;-99.00;;-99.00;;-99.00;0.00;-99.00;0.00;10.38;-99.00;0.83;0.00;56.31;0.00;56.20;238.50;5.10;0.00;-99.00;13.01;3.00;265.80
2022/03/01 00:30:00;0.00;11.86;12.44;0.00;11.80;-99.00;0.00;0.00;0.00;11.80;4.41;0.00;0.00;10.60;0.20;-99.00;1.50;11.15;-99.00;1.60;-99.00;;-99.00;0.00;-99.00;0.00;10.36;-99.00;0.84;0.00;56.31;0.00;56.20;238.20;4.00;0.00;-99.00;12.98;3.00;265.40
2022/03/01 00:35:00;0.00;11.87;12.35;0.00;11.71;-99.00;0.00;0.00;0.00;11.80;4.39;0.00;0.00;10.60;0.21;-99.00;1.50;11.14;-99.00;;-99.00;;11.61;0.00;-99.00;0.00;10.32;11.67;0.89;0.00;56.30;0.00;56.20;238.10;386.70;0.00;-99.00;12.94;3.00;269.20
2022/03/01 00:40:00;0.00;11.87;12.31;0.00;11.70;-99.00;0.00;0.00;0.00;11.70;4.38;0.00;0.00;10.60;0.20;-99.00;1.50;11.13;-99.00;2.00;-99.00;;-99.00;0.00;-99.00;0.00;10.30;-99.00;0.83;0.00;56.31;0.00;56.20;238.30;6.20;0.00;-99.00;12.86;3.00;265.40
